,Team,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%_opp,TOV%_opp,DRB%,FT/FGA_opp
10,Denver Nuggets*,2.30,-0.15,2.16,114.5,112.1,+2.4,97.8,.244,.416,.590,.556,13.2,21.9,.194,.537,11.7,78.3,.188
11,Toronto Raptors*,2.29,0.08,2.38,112.9,110.5,+2.4,96.0,.234,.375,.543,.510,11.0,28.4,.177,.535,14.4,75.6,.199
12,Cleveland Cavaliers,2.12,-0.08,2.04,111.9,109.7,+2.2,96.1,.261,.387,.571,.538,13.2,24.0,.198,.520,12.3,76.5,.172
13,Atlanta Hawks*,1.56,-0.01,1.55,116.5,114.9,+1.6,97.7,.253,.390,.581,.543,10.8,23.0,.205,.543,11.5,76.9,.177
14,Brooklyn Nets*,0.78,0.04,0.82,113.6,112.8,+0.8,99.0,.246,.359,.576,.540,12.5,23.9,.198,.521,11.7,75.1,.201
15,Charlotte Hornets,0.44,0.09,0.53,114.1,113.7,+0.4,100.0,.234,.418,.572,.544,11.6,23.3,.173,.544,13.1,74.8,.187
16,San Antonio Spurs,0.12,-0.10,0.02,112.4,112.3,+0.1,100.0,.220,.345,.556,.527,11.1,23.7,.166,.532,12.1,75.1,.176
17,Los Angeles Clippers,0.02,0.06,0.09,110.1,110.1,0.0,98.0,.224,.391,.564,.531,12.5,20.6,.178,.514,12.0,74.4,.167
18,New York Knicks,-0.12,0.11,-0.01,110.4,110.5,-0.1,95.9,.280,.428,.550,.513,12.0,25.1,.208,.521,11.7,78.8,.198
19,Chicago Bulls*,-0.39,0.02,-0.38,113.2,113.6,-0.4,98.3,.248,.332,.579,.541,11.8,20.4,.201,.541,11.9,78.3,.199
20,,,,,,,,,,,,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors
21,Team,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA
22,New Orleans Pelicans*,-0.99,0.15,-0.84,112.0,113.0,-1.0,97.2,.264,.365,.557,.517,12.5,26.9,.208,.547,13.0,78.2,.196
23,Los Angeles Lakers,-3.05,-0.03,-3.08,110.3,113.3,-3.0,100.1,.259,.388,.567,.537,12.8,21.1,.190,.540,12.2,75.8,.192
24,Washington Wizards,-3.38,0.15,-3.23,111.1,114.5,-3.4,97.0,.252,.356,.568,.532,12.1,20.9,.197,.529,10.7,76.9,.202
25,Indiana Pacers,-3.48,0.22,-3.26,112.6,116.1,-3.5,98.0,.239,.395,.564,.531,12.7,25.5,.184,.552,11.9,76.2,.204
26,Sacramento Kings,-5.46,0.20,-5.26,109.9,115.3,-5.4,99.8,.264,.377,.561,.525,12.5,21.3,.203,.551,11.9,76.0,.176
27,Detroit Pistons,-7.72,0.37,-7.36,106.0,113.8,-7.8,98.4,.249,.391,.533,.494,12.6,23.4,.194,.541,13.1,75.6,.226
28,Orlando Magic,-8.00,0.33,-7.67,104.5,112.5,-8.0,99.2,.223,.417,.538,.503,13.0,19.8,.175,.532,11.7,77.2,.196
29,Oklahoma City Thunder,-8.10,0.20,-7.90,104.6,112.8,-8.2,98.5,.223,.419,.530,.497,12.5,21.8,.169,.533,11.8,76.1,.169
30,Houston Rockets,-8.48,0.22,-8.26,108.4,116.7,-8.3,100.9,.284,.448,.565,.534,14.5,21.7,.202,.554,12.3,74.4,.206
31,Portland Trail Blazers,-8.88,0.33,-8.55,107.8,116.9,-9.1,98.3,.248,.422,.550,.515,13.0,22.9,.188,.559,12.7,76.9,.222
32,League Average,0.00,0.00,0.00,112.0,112.0,,98.2,.248,.399,.566,.532,12.3,23.2,.192,.532,12.3,76.8,.192
